"Menu","Resto","Nutri score","Eco score","Vegetarien spcécifé","Origine","Prix etudiant","Prix doctorant","Prix visiteur","Prix campus","Prix /100g","Prix etudiant /100g","Prix unique","Prix demi portion","Prix (non traité)","date"
"Farfalle gratin with gorgonzola sauce, chard ribs, baby spinach and onions vegetarian","Arcadie","a","c","1","","5.5","6.5","8","7","","","","","E 5.50 CHFD 6.50 CHFC 7.00 CHFV 8.00 CHF","6/16/2022"
"Orecchiette au pesto verde, mozzarella, tomates, haricots vert et amandes grilléesOrigin: Suisse vegetarian","Arcadie","a","d","1","Suisse vegetarian","","","","","","","12.00","","12.00 CHF","6/16/2022"
"Italian Beef Tartar
Crispy French fries
Salad of the day
Origin: Suisse","Campus Biotech","a-","e","","Suisse","","","","","","","16.00","","16.00 CHF","6/16/2022"
"Chana massala (chickpea), daal, raita, rice","Chez Bilia - food truck","","","","","","","","","","","12.00","7","12.00 CHF½ 7.00 CHF","6/16/2022"
"palak (spinach), daal, raita, rice","Chez Bilia - food truck","","","","","","","","","","","12.00","7","12.00 CHF½ 7.00 CHF","6/16/2022"
"Couscous de légumes à l'huile d'olive et citron vegetarian","Epicure","a-","a","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","6/16/2022"
"[WEEKLY WRAP]
Eggplant, goat cheese, chutney, omelet, salad and nuts vegetarian","Epicure","","","1","","","","","","","","","","Epicure","6/16/2022"
"[EPICURE'S SMALL SALAD BAR]
Novae's salad mix, 3 vegetables or raw vegetables, 1 protein and your choice of dressing","Epicure","","","","","6.9","7.5","8.5","7.9","","","","","E 6.90 CHFD 7.50 CHFC 7.90 CHFV 8.50 CHF","6/16/2022"
"[EPICURE'S BIG SALAD BAR]
Novae's salad mix, 5 vegetables or raw vegetables, 2 proteins and a choice of dressing","Epicure","","","","","12","12.5","14","13","","","","","E 12.00 CHFD 12.50 CHFC 13.00 CHFV 14.00 CHF","6/16/2022"
"[The Chef's gourmet recipes]
Croque-monsieur, savory cake, veggie quiche, sweet cake, crumble, brownies","Epicure","","","","","","","","","","","","","Epicure","6/16/2022"
"Salade FALAFEL:
Salade, Falafel, Carottes, Concombre, Yogourt, Olives, Pita, Coriandre vegetarian","Giacometti","b+","d","1","","","","","","","","8.00","","8.00 CHF","6/16/2022"
"Salade ITALIENNE:
Salade, Mozzarella, Tomates, Olives, Penne, Basilic, Croutons, Pesto vegetarian","Giacometti","b+","d","1","","","","","","","","8.00","","8.00 CHF","6/16/2022"
"Our range of veggie sandwiches:
Varied assortment (Falafel, tomato mozza...) vegetarian","Giacometti","b-","e","1","","","","","","","","7.00","","7.00 CHF","6/16/2022"
"Creamy Risotto with Mushrooms vegetarian","Hopper","b-","d","1","","7.5","9","12","10","","","","","E 7.50 CHFD 9.00 CHFC 10.00 CHFV 12.00 CHF","6/16/2022"
"Stuffed bell pepper Mezze style vegetarian","Hopper","b+","d","1","","","","","","","","14.90","","14.90 CHF","6/16/2022"
"BBQ du jour:
Pilon de poulet accompagné de notre buffet de saladeOrigin: CH","Hopper","b","c","","CH","","","","","","","14.90","","14.90 CHF","6/16/2022"
"The Cheddar and Red Onion Veggie Burger vegetarian","Hopper","c+","d","1","","","","","","","","14.90","","14.90 CHF","6/16/2022"
"Closed","La Ruche","","","","","","","","","","","","","La Ruche","6/16/2022"
"Closed","La Ruche","","","","","","","","","","","","","La Ruche","6/16/2022"
"Fermé","La Ruche","","","","","","","","","","","","","La Ruche","6/16/2022"
"[Big Veggie Burger]
Corn buns, barbecue planted, onions, tomato, raclette cheese and salad vegetarian","La Table de Vallotton by Novae","b+","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/16/2022"
"[Pasta by Veggie Chef]
Penne Rigate N°73,
basil and almond pesto, parmesan shavings and Caulys sprouts vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/16/2022"
"[Veggie Chef's Casserole] Potato Gnocchi, Cream of Asparagus and Caulys Sprouts vegetarian","La Table de Vallotton by Novae","c+","a","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/16/2022"
"[Veggie Chef Salad] Rampon, quorn bacon, country bread croutons, hard boiled eggs vegetarian","La Table de Vallotton by Novae","b-","a","1","","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","6/16/2022"
"Asian salad with rice vermicelli, vegetables and hard-boiled egg vegetarian","Le Klee by Novae","a-","b","1","","5.5","6.5","8","7","","","","","E 5.50 CHFD 6.50 CHFC 7.00 CHFV 8.00 CHF","6/16/2022"
"Student","Maharaja - Food Truck","c-","c","","","6.5","","","","","","E 6.50","","E 6.50 CHF","6/16/2022"
"Dumplings with Korma vegetablesOrigin: eu","Maharaja - Food Truck","a","d","","eu","","","","","","","","","Maharaja - Food Truck","6/16/2022"
"Chickpeas, spinach, tomato masala","Maharaja - Food Truck","a-","d","","","","","","","","","","","Maharaja - Food Truck","6/16/2022"
"Mixed vegetables with coconut milkOrigin: eu","Maharaja - Food Truck","a","d","","eu","","","","","","","","","Maharaja - Food Truck","6/16/2022"
"Ramen with tofu, mushrooms and Asian vegetables
 vegetarian","Microcity","a","b","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","6/16/2022"
"Grilled vegetable tian with basil and tomato quorn
 vegetarian","Microcity","a","a","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","6/16/2022"
"[Basque Panini] Egg, mozzarella, feta, olive piperade, tomato quorn and green saladOrigin: Suisse vegetarian","Microcity","a-","b","1","Suisse vegetarian","7.5","8","9","8.5","","","","","E 7.50 CHFD 8.00 CHFC 8.50 CHFV 9.00 CHF","6/16/2022"
"[Italian Salad] Tomatoes, mozzarella di Bufala, vegetable bruschetta and pesto rosso","Microcity","a","b","","","12","12","12","12","","","","","E 12.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","6/16/2022"
"Aïoli d'aiglefin","Montreux Jazz Café","e","d","","","","","","","","","","","22.00 CHFStarter/main course25.00 CHFStarter/main course/dessert28.00 CHF","6/16/2022"
"Buffet Vegan et Végétarien Froid et chaud
Salade, Légumineuses, Céréales, 
Racines, Légumes frais, Champignons
Origin: suisse vegetarian","Native","a-","b","1","suisse vegetarian","","","","","2.3","","","","2.30 CHF/100g","6/16/2022"
"Galette végé du Chef
(Légumes grillés , champignons, épinards et oignons confits) vegetarian","Niki","b-","d","1","","","","","","","","8.50","","8.50 CHF","6/16/2022"
"Gaufre aux tomates confites, caviar d'aubergines, pousses d'épinards et copeaux de parmesan vegetarian","Niki","b","d","1","","","","","","","","8.50","","8.50 CHF","6/16/2022"
"Wok de légumes au curry vert, lait de coco, seitan, nouilles sautées	
	
 vegetarian","Ornithorynque","a","c","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","6/16/2022"
"Wok de riz sauté à la cantonaise, soja et cacahuètes
	
 vegetarian","Ornithorynque","a-","c","1","","5.5","6.5","8","7","","","","","E 5.50 CHFD 6.50 CHFC 7.00 CHFV 8.00 CHF","6/16/2022"
"Quiche à la ricotta et aux épinards, salade verte vegetarian","Ornithorynque","a-","c","1","","8","8.5","9.5","9","","","","","E 8.00 CHFD 8.50 CHFC 9.00 CHFV 9.50 CHF","6/16/2022"
"[Chef's Calzone] Grilled vegetables, goat cheese and ricotta, tomato and basil vegetarian","Ornithorynque","b+","c","1","","9","9.5","11","10","","","","","E 9.00 CHFD 9.50 CHFC 10.00 CHFV 11.00 CHF","6/16/2022"
"Mushroom and asparagus omelette with cheese sauce and verde noodles","PUUR","b-","d","","","","","","","","","14.90","","14.90 CHF","6/16/2022"
"Vegetarian kebab with mint yogurt sauce, crispy vegetables and French fries vegetarian","PUUR","b","d","1","","","","","","","","15.90","","15.90 CHF","6/16/2022"
"Fresh"" pasta with fresh tomato tartar and mozzarella balls, herb pesto","PUUR","b+","d","","","","","","","","","13.90","","13.90 CHF","6/16/2022"
"Zucchini gratin like a crumble (almond) with peppered goat cheese cream vegetarian","Piano","b","c","1","","8","9","12","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 12.00 CHF","6/16/2022"
"Porcini ravioli with herb juice vegetarian","Piano","b","d","1","","12.5","13.5","14","13.5","","","","","E 12.50 CHFD 13.50 CHFC 13.50 CHFV 14.00 CHF","6/16/2022"
"Grillade Végétarienne:
Steak de légumes  vegetarian","Piano","b","c","1","","","","","","","","8.50","","8.50 CHF","6/16/2022"
"Our vegetarian pizza menu:
Varied assortment (4 seasons, honey goat, buffalina...) vegetarian","Piano","b-","d","1","","","","","","","","13.50","","13.50 CHF","6/16/2022"
"Hot veggie buffet of the moment:
Assortment of quiches, ravioles, gratin... vegetarian","Piano","b-","e","1","","","","","","2.7","","","","2.70 CHF/100g","6/16/2022"
"Creamy risotto casserole with grilled vegetables vegetarian","Piano","c+","c","1","","5.5","7","9","8","","","","","E 5.50 CHFD 7.00 CHFC 8.00 CHFV 9.00 CHF","6/16/2022"
"Cold veggie buffet of the moment:
Assortment of raw vegetables, cooked, starch, proteins... vegetarian","Piano","b+","c","1","","","","","","2.7","","","","2.70 CHF/100g","6/16/2022"
"Salade verte Fruits frais au choixZucchini gratin like a crumble (almond) with peppered goat cheese cream vegetarian","Piano","b-","c","1","","9","11","13.5","12","","","","","E 9.00 CHFD 11.00 CHFC 12.00 CHFV 13.50 CHF","6/16/2022"
"Quiche au thon
Salade du jour","Alpine","d+","d","","","7.5","8","10","9","","","","","E 7.50 CHFD 8.00 CHFC 9.00 CHFV 10.00 CHF","6/17/2022"
"Crispy Chickeriki Steak
Fresh cheese with herbs
Baked Apples
Zucchini with thyme","Alpine","a-","c","","","8","9","11","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 11.00 CHF","6/17/2022"
"Thai Spiced Swiss Beef Meatballs
Wheat noodles with crispy vegetablesOrigin: Suisse","Alpine","b-","d","","Suisse","11.5","12","13.5","12.5","","","","","D 12.00 CHFE 11.50 CHFC 12.50 CHFV 13.50 CHF","6/17/2022"
"MSC Alaska saithe fillet with crispy breading
Saffron and garlic mayonnaise
Portuguese rice
Crunchy salad","Alpine","b","c","","","11.5","12","13.5","12.5","","","","","E 11.50 CHFD 12.00 CHFC 12.50 CHFV 13.50 CHF","6/17/2022"
"Cappelletti au jambon cru, sauce aux tomates San Marzano et basilicOrigin: Suisse","Arcadie","b+","c","","Suisse","","","","","2.3","","","","2.30 CHF/100g","6/17/2022"
"Fusilli with Mediterranean vegetables, pesto rosso and spinach shootsOrigin: Suisse vegetarian","Arcadie","b-","c","1","Suisse vegetarian","","","","","","","12.00","","12.00 CHF","6/17/2022"
"Farfalle gratin with gorgonzola sauce, chard ribs, baby spinach and onions vegetarian","Arcadie","a","c","1","","5.5","6.5","8","7","","","","","E 5.50 CHFD 6.50 CHFC 7.00 CHFV 8.00 CHF","6/17/2022"
"Orecchiette au pesto verde, mozzarella, tomates, haricots vert et amandes grilléesOrigin: Suisse vegetarian","Arcadie","a","d","1","Suisse vegetarian","","","","","","","12.00","","12.00 CHF","6/17/2022"
"Caramelized pork chop
Madeira sauce
Gratin dauphinois
Steamed peas and carrotsOrigin: Suisse","Campus Biotech","a","e","","Suisse","","","","","","","16.00","","16.00 CHF","6/17/2022"
"Asian salad with rice vermicelli, vegetables and vegetable samosas vegetarian","Epicure","a-","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","6/17/2022"
"[WEEKLY WRAP]
Eggplant, goat cheese, chutney, omelet, salad and nuts vegetarian","Epicure","","","1","","","","","","","","","","Epicure","6/17/2022"
"[EPICURE'S SMALL SALAD BAR]
Novae's salad mix, 3 vegetables or raw vegetables, 1 protein and your choice of dressing","Epicure","","","","","6.9","7.5","8.5","7.9","","","","","E 6.90 CHFD 7.50 CHFC 7.90 CHFV 8.50 CHF","6/17/2022"
"[EPICURE'S BIG SALAD BAR]
Novae's salad mix, 5 vegetables or raw vegetables, 2 proteins and a choice of dressing","Epicure","","","","","12","12.5","14","13","","","","","E 12.00 CHFD 12.50 CHFC 13.00 CHFV 14.00 CHF","6/17/2022"
"[The Chef's gourmet recipes]
Croque-monsieur, savory cake, veggie quiche, sweet cake, crumble, brownies","Epicure","","","","","","","","","","","","","Epicure","6/17/2022"
"Salade FALAFEL:
Salade, Falafel, Carottes, Concombre, Yogourt, Olives, Pita, Coriandre vegetarian","Giacometti","b+","d","1","","","","","","","","8.00","","8.00 CHF","6/17/2022"
"Salade CRUNCHY CHICKEN:
Salade, Poulet croustillant, parmesan, croutons, oignons, Tomates, Ciboulette, carottes râpéesOrigin: CH","Giacometti","b+","e","","CH","","","","","","","8.00","","8.00 CHF","6/17/2022"
"Salade ITALIENNE:
Salade, Mozzarella, Tomates, Olives, Penne, Basilic, Croutons, Pesto vegetarian","Giacometti","b+","d","1","","","","","","","","8.00","","8.00 CHF","6/17/2022"
"Notre gamme de sandwichs:
Assortiment varié (Dinde fumée, tomate mozza...)Origin: CH","Giacometti","b-","e","","CH","","","","","","","7.00","","7.00 CHF","6/17/2022"
"Mornese potato gnocchi gratin vegetarian","Hopper","b","d","1","","7.5","9","12","10","","","","","E 7.50 CHFD 9.00 CHFC 10.00 CHFV 12.00 CHF","6/17/2022"
"Grill and Chill:
Herbed pork steak with our salad barOrigin: CH","Hopper","a-","e","","CH","","","","","","","14.90","","14.90 CHF","6/17/2022"
"BBQ du jour:
Pilon de poulet accompagné de notre buffet de saladeOrigin: CH","Hopper","b","c","","CH","","","","","","","14.90","","14.90 CHF","6/17/2022"
"Grill and Chill:
Pork sausage with our salad barOrigin: CH","Hopper","d-","e","","CH","","","","","","","14.90","","14.90 CHF","6/17/2022"
"Beef Burger
Salad, tomato, onion
ColeslawOrigin: CH","La Ruche","a","d","","CH","12","13","15","14","","","","","E 12.00 CHFD 13.00 CHFC 14.00 CHFV 15.00 CHF","6/17/2022"
"Fried rice with garlic and ginger
Julienne carrots
Steamed vegetables","La Ruche","b+","c","","","9","10","12","11","","","","","E 9.00 CHFD 10.00 CHFC 11.00 CHFV 12.00 CHF","6/17/2022"
"Pates fraîches maison
Lardons, olives et coulis de tomates
Origin: CH","La Ruche","a-","d","","CH","7.5","10.5","10.5","10.5","","","","","E 7.50 CHFD 10.50 CHFC 10.50 CHFV 10.50 CHF","6/17/2022"
"[Big Burger]
Corn bun, beef, candied onions, tomato, raclette cheese, saladOrigin: Boeuf CH","La Table de Vallotton by Novae","b","c","","Boeuf CH","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/17/2022"
"[Big Veggie Burger]
Corn buns, barbecue planted, onions, tomato, raclette cheese and salad vegetarian","La Table de Vallotton by Novae","b+","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/17/2022"
"[Pasta du Chef]
Penne Rigate N°73, basil and almond pesto, local cured ham, parmesan shavings and Caulys sproutsOrigin: Porc/Suisse","La Table de Vallotton by Novae","b-","c","","Porc/Suisse","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/17/2022"
"[Pasta by Veggie Chef]
Penne Rigate N°73,
basil and almond pesto, parmesan shavings and Caulys sprouts vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/17/2022"
"[Cocotte du chef] Joues de porc braisées au vin rouge, ratatouille et pommes de terre grenaille rôtiesOrigin: Porc : CH","La Table de Vallotton by Novae","b","e","","Porc : CH","14","17","17","17","","","","","E 14.00 CHFD 17.00 CHFC 17.00 CHFV 17.00 CHF","6/17/2022"
"[Veggie Chef's Casserole] Potato Gnocchi, Cream of Asparagus and Caulys Sprouts vegetarian","La Table de Vallotton by Novae","c+","a","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","6/17/2022"
"[Chef's salad] Rampon, smoked bacon, hard-boiled eggs, country bread croutons, old-fashioned mustard vinaigretteOrigin: Porc - Suisse","La Table de Vallotton by Novae","c+","c","","Porc - Suisse","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","6/17/2022"
"[Veggie Chef Salad] Rampon, quorn bacon, country bread croutons, hard boiled eggs vegetarian","La Table de Vallotton by Novae","b-","a","1","","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","6/17/2022"
"Asian salad with rice vermicelli, vegetables and vegetable samosas vegetarian","Le Klee by Novae","a-","b","1","","5.5","6.5","8","7","","","","","E 5.50 CHFD 6.50 CHFC 7.00 CHFV 8.00 CHF","6/17/2022"
"Korma chicken, Basmati rice and Raita","Maharaja - Food Truck","b","e","","","","","","","","","11.50","","11.50 CHF","6/17/2022"
"Lamb with tamarind","Maharaja - Food Truck","b-","e","","","","","","","","","13.50","","13.50 CHF","6/17/2022"
"Student","Maharaja - Food Truck","b","d","","","6.5","","","","","","E 6.50","","E 6.50 CHF","6/17/2022"
"Sweet potato with coconut milk, Basmati rice, Raita vegetarian","Maharaja - Food Truck","b","d","1","","","","","","","","","","Maharaja - Food Truck","6/17/2022"
"Mixed vegetables","Maharaja - Food Truck","a","d","","","","","","","","","","","Maharaja - Food Truck","6/17/2022"
"Old-fashioned beef and vegetable garden
Origin: Suisse","Microcity","a-","c","","Suisse","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","6/17/2022"
"Buckwheat pancake, spinach, egg and goat cheese, spring filling
 vegetarian","Microcity","a-","b","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","6/17/2022"
"[Basque Panini] Bacon, mozzarella, feta, olive piperade, tomato quorn and green saladOrigin: Suisse","Microcity","a-","c","","Suisse","7.5","8","9","8.5","","","","","E 7.50 CHFD 8.00 CHFC 8.50 CHFV 9.00 CHF","6/17/2022"
"[Italian Salad] Tomatoes, mozzarella di Bufala, vegetable bruschetta and pesto rosso","Microcity","a","b","","","12","12","12","12","","","","","E 12.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","6/17/2022"
"Aïoli d'aiglefin","Montreux Jazz Café","e","d","","","","","","","","","","","22.00 CHFStarter/main course25.00 CHFStarter/main course/dessert28.00 CHF","6/17/2022"
"Buffet Vegan et Végétarien Froid et chaud
Salade, Légumineuses, Céréales, 
Racines, Légumes frais, Champignons
Origin: suisse vegetarian","Native","a-","b","1","suisse vegetarian","","","","","2.3","","","","2.30 CHF/100g","6/17/2022"
"Galette du Chef
(Bacon grillé, pommes de terre, épinards et oignons confits)Origin: CH","Niki","b-","e","","CH","","","","","","","8.50","","8.50 CHF","6/17/2022"
"Galette végé du Chef
(Légumes grillés , champignons, épinards et oignons confits) vegetarian","Niki","b-","d","1","","","","","","","","8.50","","8.50 CHF","6/17/2022"
"Gaufre aux tomates confites, caviar d'aubergines, pousses d'épinards et copeaux de parmesan vegetarian","Niki","b","d","1","","","","","","","","8.50","","8.50 CHF","6/17/2022"
"Beef and carrot parmentier, raw vegetables
	
Origin: Suisse","Ornithorynque","a+","d","","Suisse","12","13","15","14","","","","","E 12.00 CHFD 13.00 CHFC 14.00 CHFV 15.00 CHF","6/17/2022"
"Gratin de fusilli alla Norma vegetarian","Ornithorynque","a-","c","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","6/17/2022"
"Quiche à la ricotta et aux épinards, salade verte vegetarian","Ornithorynque","a-","c","1","","8","8.5","9.5","9","","","","","E 8.00 CHFD 8.50 CHFC 9.00 CHFV 9.50 CHF","6/17/2022"
"[Orni'Burger] Steak haché de bœuf, batavia, tomate et pommes de terre grenaille	
	
Origin: Suisse","Ornithorynque","b+","d","","Suisse","9","9.5","11","10","","","","","E 9.00 CHFD 9.50 CHFC 10.00 CHFV 11.00 CHF","6/17/2022"
"Maghreb sea bass filet with mint yogurt sauce, couscous and vegetable duoOrigin: NL","PUUR","a","d","","NL","","","","","","","15.90","","15.90 CHF","6/17/2022"
